Date,Summary,Precip Type,Temperature(°C),Apparent Temperature(°C),Humidity,Wind Speed(km/h),Wind Bearing(degrees),Visibility(km),Loud Cover,Pressure(millibars),Daily Summary
2012-12-14,Mostly Cloudy,snow,-6.061111111,-12.31666667,0.75,17.1143,140,15.8263,0,1025.71,Mostly cloudy throughout the day and breezy starting in the evening continuing until night.
2012-12-15,Overcast,snow,-0.555555556,-6.933333333,0.7,27.7886,150,15.8263,0,1020.71,Mostly cloudy throughout the day and breezy starting overnight continuing until morning.
2012-12-16,Overcast,rain,1.666666667,-3.633333333,0.93,24.0212,160,7.8246,0,1012.89,Foggy starting in the morning.
2012-12-17,Foggy,rain,1.111111111,-2.116666667,1.0,10.5938,39,1.8837,0,1014.84,Foggy overnight.
2012-12-18,Mostly Cloudy,rain,1.622222222,-1.527777778,0.93,10.7226,89,14.4578,0,1012.3,Foggy in the morning.
2012-12-19,Overcast,rain,2.266666667,0.511111111,0.96,6.2468,302,11.8013,0,1015.66,Foggy in the morning.
2012-12-02,Mostly Cloudy,rain,0.644444444,0.644444444,0.91,0.0,0,8.0983,0,1015.69,Foggy starting in the evening.
2012-12-20,Overcast,rain,2.15,-0.944444444,0.96,10.9158,11,9.6761,0,1020.98,Foggy starting in the evening.
2012-12-21,Foggy,snow,-2.55,-5.705555556,1.0,7.9695,290,0.2093,0,1018.43,Foggy until night.
2012-12-22,Foggy,snow,-3.916666667,-6.522222222,0.96,6.0214,30,0.805,0,1019.74,Foggy until morning.
2012-12-23,Overcast,snow,-2.222222222,-6.127777778,0.99,10.6421,151,4.5885,0,1024.58,Overcast throughout the day.
2012-12-24,Mostly Cloudy,snow,-0.05,-3.505555556,0.92,10.5777,120,9.6761,0,1019.64,Mostly cloudy throughout the day.
2012-12-25,Partly Cloudy,rain,0.483333333,-2.838888889,0.93,10.465,158,4.3148,0,1018.74,Mostly cloudy throughout the day.
2012-12-26,Overcast,rain,5.755555556,2.894444444,0.86,13.7333,191,8.1305,0,1016.04,Mostly cloudy throughout the day.
2012-12-27,Overcast,rain,6.622222222,4.477777778,0.96,10.6582,299,11.753,0,1017.82,Foggy in the morning.
2012-12-28,Mostly Cloudy,rain,2.266666667,-0.827777778,1.0,11.0446,141,6.0697,0,1014.16,Mostly cloudy throughout the day.
2012-12-29,Partly Cloudy,rain,1.083333333,-4.45,0.57,24.633,0,15.8263,0,1029.32,Partly cloudy starting in the morning.
2012-12-03,Foggy,rain,2.666666667,-2.488888889,0.99,25.2287,320,2.2057,0,1004.62,Foggy overnight.
2012-12-30,Partly Cloudy,snow,-2.361111111,-4.911111111,0.93,6.4561,112,7.9695,0,1030.91,Foggy starting in the evening.
2012-12-31,Foggy,snow,-3.011111111,-5.583333333,1.0,6.2629,329,0.2254,0,1028.13,Foggy until night.
2012-12-04,Partly Cloudy,snow,-0.627777778,-5.488888889,0.81,16.7601,270,15.8263,0,1011.85,Mostly cloudy starting in the morning.
2012-12-05,Foggy,rain,0.511111111,-1.35,0.93,5.8282,129,0.7889,0,1001.01,Foggy until morning.
2012-12-06,Foggy,snow,-0.744444444,-0.744444444,0.96,3.1878,318,2.9463,0,1007.01,Foggy until morning.
2012-12-07,Overcast,snow,-1.716666667,-4.194444444,0.96,6.5205,264,4.2987,0,1015.92,Partly cloudy until night.
2012-12-08,Overcast,snow,-2.344444444,-7.077777778,0.76,14.007,80,15.8263,0,1013.8,Foggy starting in the afternoon and breezy starting in the afternoon continuing until evening.
2012-12-09,Breezy and Foggy,snow,-3.311111111,-10.92222222,0.91,31.3306,0,1.8354,0,1013.0,Breezy and foggy until morning.
2012-02-01,Partly Cloudy,snow,-8.333333333,-8.333333333,0.88,3.22,50,6.118,0,1029.1,Partly cloudy until night.
2012-02-10,Foggy,snow,-15.55555556,-15.55555556,0.0,3.22,220,3.059,0,1030.8,Foggy starting in the morning continuing until night.
2012-02-11,Clear,snow,-20.0,-27.71666667,0.78,11.27,20,0.0,0,1033.3,Foggy starting overnight continuing until morning.
2012-02-12,Overcast,snow,-9.444444444,-9.444444444,0.8,3.22,340,6.118,0,1030.0,Foggy starting in the afternoon.
2012-02-13,Foggy,snow,-7.777777778,-11.16111111,0.84,6.44,240,3.059,0,1025.1,Foggy starting in the morning continuing until evening.
2012-02-14,Overcast,snow,-7.777777778,-11.16111111,0.74,6.44,230,8.05,0,1017.2,Foggy in the morning.
2012-02-15,Foggy,snow,-6.666666667,-9.877777778,0.84,6.44,200,3.059,0,1014.5,Foggy overnight.
2012-02-16,Mostly Cloudy,snow,0.0,-5.355555556,0.85,20.93,250,16.1,0,1000.7,Mostly cloudy until night and breezy starting overnight continuing until morning.
2012-02-17,Partly Cloudy,snow,-7.777777778,-12.98888889,0.8,11.27,300,16.1,0,1020.6,Foggy starting in the afternoon continuing until evening.
2012-02-18,Mostly Cloudy,rain,1.666666667,-2.788888889,0.89,17.71,290,16.1,0,1017.7,Partly cloudy throughout the day.
2012-02-19,Mostly Cloudy,snow,-1.111111111,-4.95,0.92,11.27,140,4.025,0,1021.9,Mostly cloudy throughout the day.
2012-02-02,Partly Cloudy,snow,-10.55555556,-10.55555556,0.73,3.22,260,16.1,0,1027.2,Mostly cloudy throughout the day.
2012-02-20,Overcast,rain,1.111111111,1.111111111,0.89,3.22,180,7.084,0,1023.9,Foggy starting in the morning continuing until afternoon.
2012-02-21,Mostly Cloudy,rain,0.555555556,-1.538888889,0.92,6.44,320,4.025,0,1034.0,Foggy starting in the evening.
2012-02-22,Foggy,snow,-6.111111111,-6.111111111,0.92,3.22,240,0.161,0,1034.4,Foggy until morning.
2012-02-23,Foggy,snow,-7.222222222,-10.52222222,0.88,6.44,170,2.576,0,1031.1,Foggy until evening.
2012-02-24,Mostly Cloudy,rain,1.666666667,-1.605555556,0.82,11.27,260,7.084,0,1021.8,Mostly cloudy until night.
2012-02-25,Overcast,rain,4.444444444,1.161111111,0.85,14.49,280,15.134,0,1017.8,Partly cloudy until evening and breezy starting in the morning continuing until afternoon.
2012-02-26,Partly Cloudy,rain,1.666666667,1.666666667,0.85,3.22,250,16.1,0,1015.5,Partly cloudy until evening.
2012-02-27,Partly Cloudy,rain,0.555555556,-4.172222222,0.82,17.71,340,16.1,0,1016.9,Partly cloudy throughout the day.
2012-02-28,Clear,snow,-1.666666667,-6.35,0.66,14.49,330,16.1,0,1022.6,Foggy starting in the evening.
2012-02-29,Clear,rain,0.555555556,-3.616666667,0.96,14.49,240,0.0,0,1011.8,Partly cloudy starting overnight continuing until night and breezy in the morning.
2012-02-03,Overcast,snow,-10.55555556,-18.05,0.58,17.71,30,16.1,0,1030.7,Foggy starting in the morning continuing until night.
2012-02-04,Foggy,snow,-10.0,-16.58888889,0.84,14.49,20,1.771,0,1028.8,Foggy until evening.
2012-02-05,Overcast,snow,-10.55555556,-14.37222222,0.84,6.44,320,15.134,0,1029.5,Foggy in the evening.
2012-02-06,Mostly Cloudy,snow,-14.44444444,-18.86666667,0.79,6.44,0,3.542,0,1031.3,Foggy in the morning.
2012-02-07,Foggy,snow,-9.444444444,-14.99444444,0.84,11.27,0,3.059,0,1023.7,Foggy starting overnight continuing until morning.
2012-02-08,Foggy,snow,-15.0,-19.50555556,0.83,6.44,170,1.932,0,1030.2,Foggy until morning.
2012-02-09,Foggy,snow,-19.44444444,-19.44444444,0.78,3.22,180,1.449,0,1035.1,Foggy until morning.
2012-01-01,Partly Cloudy,snow,-2.894444444,-5.388888889,0.88,6.1341,180,6.118,0,1020.48,Partly cloudy throughout the day.
2012-01-10,Mostly Cloudy,rain,2.222222222,-0.933333333,0.85,11.27,310,16.1,0,1024.8,Mostly cloudy throughout the day.
2012-01-11,Overcast,rain,1.111111111,1.111111111,0.96,3.22,270,7.084,0,1029.8,Mostly cloudy throughout the day.
2012-01-12,Overcast,rain,3.888888889,1.072222222,0.82,11.27,270,15.134,0,1029.8,Mostly cloudy until evening.
2012-01-13,Clear,rain,0.555555556,-4.172222222,0.92,17.71,210,15.134,0,1019.2,Partly cloudy starting overnight.
2012-01-14,Breezy and Partly Cloudy,rain,1.666666667,-4.177777778,0.69,28.98,300,16.1,0,1015.9,Partly cloudy until evening and breezy starting in the morning continuing until afternoon.
2012-01-15,Partly Cloudy,snow,-1.666666667,-6.95,0.75,17.71,290,16.1,0,1016.5,Partly cloudy until night.
2012-01-16,Partly Cloudy,snow,-3.888888889,-8.3,0.78,11.27,320,16.1,0,1020.4,Mostly cloudy throughout the day.
2012-01-17,Partly Cloudy,snow,-4.444444444,-7.311111111,0.84,6.44,270,16.1,0,1024.8,Foggy starting in the morning continuing until evening.
2012-01-18,Overcast,snow,-1.666666667,-4.105555556,0.96,6.44,340,6.118,0,1027.4,Foggy starting in the afternoon continuing until night.
2012-01-19,Foggy,snow,-3.888888889,-8.3,0.96,11.27,190,3.059,0,1030.5,Mostly cloudy until night.
2012-01-02,Overcast,rain,1.666666667,-1.605555556,0.85,11.27,160,6.118,0,1023.6,Mostly cloudy throughout the day.
2012-01-20,Overcast,rain,4.444444444,1.161111111,0.82,14.49,240,8.05,0,1015.3,Overcast throughout the day.
2012-01-21,Partly Cloudy,rain,2.222222222,-2.094444444,0.72,17.71,300,16.1,0,1011.4,Partly cloudy starting in the morning continuing until night.
2012-01-22,Overcast,rain,1.111111111,-3.95,0.78,20.93,190,16.1,0,1010.5,Mostly cloudy throughout the day.
2012-01-23,Overcast,rain,3.888888889,0.477777778,0.92,14.49,210,4.025,0,1010.0,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
2012-01-24,Overcast,rain,5.555555556,3.083333333,0.7,11.27,230,16.1,0,1016.3,Mostly cloudy throughout the day.
2012-01-25,Overcast,rain,1.111111111,-3.483333333,0.89,17.71,10,16.1,0,1015.0,Mostly cloudy throughout the day.
2012-01-26,Mostly Cloudy,snow,0.0,-5.977777778,0.72,25.76,10,12.075,0,1017.3,Foggy in the evening.
2012-01-27,Foggy,snow,-1.111111111,-4.95,0.88,11.27,310,3.059,0,1023.7,Partly cloudy until night.
2012-01-28,Mostly Cloudy,snow,-3.333333333,-3.333333333,0.85,3.22,350,6.118,0,1031.6,Foggy in the morning.
2012-01-29,Overcast,snow,-3.333333333,-6.027777778,0.71,6.44,170,15.134,0,1032.8,Mostly cloudy until evening.
2012-01-03,Mostly Cloudy,rain,2.777777778,-0.266666667,0.92,11.27,180,12.075,0,1019.1,Partly cloudy throughout the day.
2012-01-30,Foggy,snow,-6.111111111,-9.238888889,0.92,6.44,350,0.161,0,1032.9,Foggy until morning.
2012-01-31,Clear,snow,-10.0,-13.73333333,0.77,6.44,150,16.1,0,1034.0,Partly cloudy starting in the morning.
2012-01-04,Foggy,rain,0.555555556,-1.538888889,0.92,6.44,180,1.932,0,1024.6,Foggy until morning.
2012-01-05,Mostly Cloudy,rain,5.555555556,2.072222222,0.7,17.71,300,16.1,0,1018.9,Mostly cloudy throughout the day.
2012-01-06,Overcast,rain,5.555555556,1.677777778,0.82,20.93,290,16.1,0,992.9,Mostly cloudy until night and breezy in the afternoon.
2012-01-07,Partly Cloudy,rain,2.222222222,-3.116666667,0.75,25.76,330,16.1,0,1010.3,Partly cloudy throughout the day.
2012-01-08,Overcast,rain,0.555555556,-1.538888889,0.82,6.44,250,9.982,0,1013.6,Foggy starting in the evening.
2012-01-09,Foggy,rain,1.111111111,1.111111111,0.96,3.22,320,3.059,0,1016.1,Mostly cloudy throughout the day.
2012-07-01,Clear,rain,24.95555556,24.95555556,0.53,10.7226,110,15.8263,0,1014.98,Partly cloudy starting in the afternoon continuing until evening.
2012-07-10,Partly Cloudy,rain,23.61111111,23.61111111,0.69,6.1502,37,15.8263,0,1010.75,Partly cloudy throughout the day.
2012-07-11,Mostly Cloudy,rain,20.55555556,20.55555556,0.65,3.1556,348,15.8263,0,1012.91,Partly cloudy until evening.
2012-07-12,Foggy,rain,23.66111111,23.66111111,0.75,13.2664,199,1.7388,0,0.0,Partly cloudy until night.
2012-07-13,Clear,rain,16.78333333,16.78333333,0.77,6.762,320,15.8263,0,1015.93,Partly cloudy starting overnight continuing until morning.
2012-07-14,Partly Cloudy,rain,18.16666667,18.16666667,0.69,13.9587,329,15.8263,0,1010.93,Partly cloudy until night.
2012-07-15,Partly Cloudy,rain,20.92777778,20.92777778,0.68,17.2914,331,15.8263,0,1010.46,Partly cloudy until night.
2012-07-16,Partly Cloudy,rain,16.54444444,16.54444444,0.79,11.0124,329,15.8263,0,1016.13,Partly cloudy starting overnight continuing until night and breezy in the afternoon.
2012-07-17,Clear,rain,17.06111111,17.06111111,0.61,11.2217,299,15.8263,0,1023.05,Partly cloudy starting in the morning.
2012-07-18,Partly Cloudy,rain,20.38888889,20.38888889,0.5,14.4095,319,15.8263,0,1021.02,Partly cloudy until night.
2012-07-19,Clear,rain,16.58333333,16.58333333,0.7,6.2629,169,15.8263,0,1017.97,Partly cloudy starting in the morning continuing until night.
2012-07-02,Clear,rain,26.30555556,26.30555556,0.53,11.27,110,15.8263,0,1015.43,Partly cloudy starting in the afternoon.
2012-07-20,Partly Cloudy,rain,20.02222222,20.02222222,0.54,5.313,179,15.8263,0,1010.26,Partly cloudy throughout the day.
2012-07-21,Partly Cloudy,rain,21.95,21.95,0.46,11.27,40,15.8263,0,1012.13,Partly cloudy throughout the day.
2012-07-22,Mostly Cloudy,rain,20.25555556,20.25555556,0.7,17.0499,358,15.8746,0,1015.03,Mostly cloudy throughout the day.
2012-07-23,Mostly Cloudy,rain,17.68888889,17.68888889,0.66,16.9855,10,15.8263,0,1021.17,Partly cloudy throughout the day.
2012-07-24,Mostly Cloudy,rain,22.61666667,22.61666667,0.58,20.3343,30,15.8263,0,1020.28,Mostly cloudy throughout the day.
2012-07-25,Overcast,rain,19.46666667,19.46666667,0.93,6.2951,284,6.1663,0,1014.94,Mostly cloudy throughout the day.
2012-07-26,Partly Cloudy,rain,18.86666667,18.86666667,0.97,3.22,20,6.9874,0,1013.9,Mostly cloudy throughout the day.
2012-07-27,Partly Cloudy,rain,19.37777778,19.37777778,0.94,6.0858,320,9.7083,0,1014.8,Foggy in the morning.
2012-07-28,Partly Cloudy,rain,19.53888889,19.53888889,0.93,1.5295,110,15.8263,0,1013.11,Partly cloudy starting in the morning continuing until evening.
2012-07-29,Clear,rain,21.71666667,21.71666667,0.81,6.1502,150,15.8263,0,1010.88,Partly cloudy starting in the morning continuing until night.
2012-07-03,Partly Cloudy,rain,25.0,25.0,0.54,10.7387,150,15.8263,0,1016.5,Partly cloudy starting in the afternoon.
2012-07-30,Mostly Cloudy,rain,20.0,20.0,0.81,5.7638,288,15.8263,0,1012.73,Partly cloudy until night.
2012-07-31,Partly Cloudy,rain,20.48333333,20.48333333,0.84,11.0768,330,15.8263,0,1016.46,Partly cloudy until night.
2012-07-04,Partly Cloudy,rain,23.77777778,23.77777778,0.51,10.5133,170,15.8263,0,1013.28,Partly cloudy until night.
2012-07-05,Partly Cloudy,rain,22.69444444,22.69444444,0.66,3.0751,190,15.8263,0,1010.92,Partly cloudy starting in the morning.
2012-07-06,Mostly Cloudy,rain,21.81111111,21.81111111,0.61,6.3434,303,15.8263,0,1010.61,Partly cloudy until night.
2012-07-07,Mostly Cloudy,rain,25.51111111,25.51111111,0.5,15.2628,201,15.8746,0,1010.74,Partly cloudy until night.
2012-07-08,Clear,rain,23.28888889,23.28888889,0.76,3.0751,210,15.8263,0,1010.71,Partly cloudy starting in the morning.
2012-07-09,Clear,rain,22.83888889,22.83888889,0.61,6.4883,193,15.8263,0,1009.77,Partly cloudy starting in the morning continuing until evening.
2012-06-01,Mostly Cloudy,rain,17.13888889,17.13888889,0.73,3.3649,270,15.8263,0,1015.31,Mostly cloudy throughout the day.
2012-06-10,Partly Cloudy,rain,20.90555556,20.90555556,0.73,23.8763,40,15.8263,0,1012.17,Mostly cloudy throughout the day.
2012-06-11,Mostly Cloudy,rain,19.36111111,19.36111111,0.85,10.9158,141,15.7297,0,1007.1,Partly cloudy throughout the day.
2012-06-12,Partly Cloudy,rain,17.63888889,17.63888889,0.97,6.2146,142,15.8746,0,1005.91,Partly cloudy throughout the day.
2012-06-13,Overcast,rain,16.08888889,16.08888889,0.91,16.744,170,11.9784,0,1005.46,Partly cloudy until evening.
2012-06-14,Clear,rain,13.88888889,13.88888889,0.9,8.1949,307,9.982,0,0.0,Partly cloudy starting in the morning continuing until evening.
2012-06-15,Clear,rain,13.88888889,13.88888889,0.83,6.44,290,9.982,0,0.0,Partly cloudy in the morning.
2012-06-16,Partly Cloudy,rain,15.53333333,15.53333333,0.85,0.0,0,15.8263,0,1022.28,Clear throughout the day.
2012-06-17,Clear,rain,16.83888889,16.83888889,0.8,3.4615,106,15.8263,0,1021.08,Partly cloudy in the afternoon.
2012-06-18,Clear,rain,19.38333333,19.38333333,0.79,0.0,0,15.8263,0,1020.51,Partly cloudy starting in the morning continuing until evening.
2012-06-19,Clear,rain,19.46666667,19.46666667,0.76,3.22,170,15.8263,0,1017.89,Partly cloudy in the afternoon.
2012-06-02,Mostly Cloudy,rain,16.03888889,16.03888889,0.63,11.1573,288,15.8263,0,1015.32,Mostly cloudy until night.
2012-06-20,Clear,rain,21.16111111,21.16111111,0.79,3.22,190,9.982,0,0.0,Clear throughout the day.
2012-06-21,Clear,rain,24.95,24.95,0.54,12.7995,150,9.982,0,0.0,Clear throughout the day.
2012-06-22,Clear,rain,22.87777778,22.87777778,0.63,4.6046,180,9.982,0,0.0,Partly cloudy starting in the morning continuing until night.
2012-06-23,Clear,rain,20.53333333,20.53333333,0.78,10.5133,331,15.8746,0,1017.46,Partly cloudy starting in the morning.
2012-06-24,Partly Cloudy,rain,20.51111111,20.51111111,0.58,6.0858,38,15.8263,0,1020.74,Partly cloudy starting in the afternoon.
2012-06-25,Partly Cloudy,rain,18.31111111,18.31111111,0.71,3.0751,150,15.8263,0,1014.68,Partly cloudy throughout the day and breezy in the evening.
2012-06-26,Overcast,rain,16.08888889,16.08888889,0.93,10.9158,299,15.8263,0,1015.62,Partly cloudy until night.
2012-06-27,Clear,rain,12.73333333,12.73333333,0.75,3.22,270,15.8263,0,1019.81,Partly cloudy starting in the morning.
2012-06-28,Partly Cloudy,rain,13.89444444,13.89444444,0.69,3.1234,163,15.8263,0,1017.87,Partly cloudy starting in the morning.
2012-06-29,Mostly Cloudy,rain,20.88333333,20.88333333,0.77,6.44,0,15.8263,0,1014.31,Partly cloudy throughout the day.
2012-06-03,Partly Cloudy,rain,15.99444444,15.99444444,0.82,6.0858,158,15.8263,0,1015.99,Mostly cloudy throughout the day.
2012-06-30,Partly Cloudy,rain,23.66666667,23.66666667,0.61,11.0124,128,15.8263,0,1014.49,Partly cloudy starting in the afternoon continuing until evening.
2012-06-04,Mostly Cloudy,rain,21.57777778,21.57777778,0.71,11.0124,192,15.8263,0,1009.75,Partly cloudy until night.
2012-06-05,Mostly Cloudy,rain,17.15,17.15,0.93,5.7155,87,15.8263,0,1006.98,Mostly cloudy throughout the day.
2012-06-06,Clear,rain,10.6,10.6,0.74,17.2753,290,15.8263,0,1014.05,Partly cloudy starting overnight continuing until night.
2012-06-07,Mostly Cloudy,rain,13.33888889,13.33888889,0.77,6.2951,172,15.8263,0,1012.78,Partly cloudy until night.
2012-06-08,Clear,rain,18.28888889,18.28888889,0.78,6.4561,172,15.8263,0,1010.16,Partly cloudy starting overnight.
2012-06-09,Partly Cloudy,rain,19.98333333,19.98333333,0.78,10.6099,172,15.8263,0,1012.75,Partly cloudy until night.
2012-03-01,Clear,snow,0.0,0.0,0.96,3.22,310,16.1,0,1021.2,Mostly cloudy starting in the morning.
2012-03-10,Clear,snow,-1.666666667,-1.666666667,0.81,3.22,300,9.982,0,1036.8,Partly cloudy starting in the afternoon continuing until evening.
2012-03-11,Clear,snow,-2.777777778,-2.777777778,0.85,3.22,270,6.118,0,1030.4,Mostly cloudy starting in the morning and breezy starting in the afternoon continuing until evening.
2012-03-12,Clear,rain,1.111111111,-2.272222222,0.85,11.27,330,9.982,0,0.0,Partly cloudy starting in the morning.
2012-03-13,Mostly Cloudy,rain,3.333333333,1.672222222,0.54,6.44,330,16.1,0,1023.5,Mostly cloudy until night.
2012-03-14,Clear,rain,1.666666667,1.666666667,0.82,3.22,270,15.134,0,1024.7,Partly cloudy starting in the morning.
2012-03-15,Partly Cloudy,rain,6.666666667,3.083333333,0.68,20.93,310,16.1,0,1025.5,Partly cloudy until evening.
2012-03-16,Clear,rain,3.333333333,1.672222222,0.7,6.44,130,16.1,0,1030.2,Partly cloudy starting in the morning continuing until afternoon.
2012-03-17,Clear,rain,4.444444444,2.955555556,0.64,6.44,170,16.1,0,1026.2,Partly cloudy in the morning.
2012-03-18,Clear,rain,7.777777778,6.055555556,0.49,9.66,190,9.982,0,0.0,Partly cloudy starting in the afternoon.
2012-03-19,Partly Cloudy,rain,9.444444444,7.766666667,0.61,11.27,210,16.1,0,1020.1,Partly cloudy starting overnight.
2012-03-02,Overcast,rain,5.555555556,3.083333333,0.76,11.27,220,16.1,0,1023.4,Mostly cloudy until evening.
2012-03-20,Partly Cloudy,rain,7.777777778,5.261111111,0.68,14.49,340,16.1,0,1029.6,Partly cloudy until evening.
2012-03-21,Clear,rain,4.444444444,4.444444444,0.59,3.22,320,16.1,0,1034.8,Clear throughout the day.
2012-03-22,Clear,rain,7.222222222,7.222222222,0.53,3.22,290,16.1,0,1032.5,Partly cloudy starting in the afternoon continuing until night.
2012-03-23,Clear,rain,7.777777778,6.805555556,0.58,6.44,60,16.1,0,1029.1,Partly cloudy starting in the morning continuing until evening.
2012-03-24,Clear,rain,6.666666667,6.666666667,0.68,3.22,340,16.1,0,1023.9,Partly cloudy starting overnight continuing until evening.
2012-03-25,Clear,rain,7.222222222,7.222222222,0.68,3.22,330,16.1,0,1022.4,Partly cloudy starting in the afternoon continuing until evening.
2012-03-26,Clear,rain,11.11111111,11.11111111,0.39,14.49,340,16.1,0,1021.3,Partly cloudy starting in the morning continuing until evening.
2012-03-27,Clear,rain,4.444444444,2.955555556,0.41,6.44,20,16.1,0,1030.2,Mostly cloudy starting in the morning.
2012-03-28,Partly Cloudy,rain,10.0,7.988888889,0.39,14.49,310,16.1,0,1019.6,Partly cloudy until night.
2012-03-29,Clear,rain,13.33333333,13.33333333,0.45,17.71,250,0.0,0,1017.3,Mostly cloudy starting overnight and breezy starting in the morning continuing until afternoon.
2012-03-03,Clear,rain,3.888888889,1.072222222,0.82,11.27,310,16.1,0,1021.8,Partly cloudy starting overnight continuing until evening.
2012-03-30,Breezy and Overcast,rain,10.0,6.444444444,0.54,32.2,320,16.1,0,1008.8,Mostly cloudy until evening and breezy starting in the morning continuing until afternoon.
2012-03-31,Breezy and Overcast,rain,8.333333333,4.255555556,0.83,32.2,280,16.1,0,1008.3,Mostly cloudy throughout the day and breezy in the morning.
2012-03-04,Clear,rain,0.555555556,0.555555556,0.72,3.22,290,15.134,0,1025.2,Partly cloudy starting in the morning.
2012-03-05,Mostly Cloudy,snow,-1.111111111,-3.461111111,0.72,6.44,70,16.1,0,1022.2,Partly cloudy until morning.
2012-03-06,Clear,snow,-3.333333333,-3.333333333,0.71,3.22,30,16.1,0,1023.5,Partly cloudy starting in the morning continuing until evening.
2012-03-07,Clear,snow,-3.888888889,-8.3,0.55,11.27,30,16.1,0,1030.8,Partly cloudy starting in the afternoon continuing until evening.
2012-03-08,Partly Cloudy,snow,-3.888888889,-8.3,0.65,11.27,140,16.1,0,1026.0,Mostly cloudy throughout the day.
2012-03-09,Clear,snow,-2.222222222,-4.744444444,0.69,6.44,300,0.0,0,1029.8,Partly cloudy starting overnight continuing until night.
2012-05-01,Clear,rain,18.33333333,18.33333333,0.5,14.49,130,16.1,0,1015.8,Partly cloudy starting in the morning continuing until night.
2012-05-10,Clear,rain,12.22222222,12.22222222,0.83,0.0,0,16.1,0,1022.8,Partly cloudy starting in the morning continuing until night.
2012-05-11,Clear,rain,13.88888889,13.88888889,0.83,0.0,0,16.1,0,1025.6,Partly cloudy starting in the morning continuing until night.
2012-05-12,Partly Cloudy,rain,16.66666667,16.66666667,0.75,0.0,0,16.1,0,1022.9,Partly cloudy starting overnight and breezy starting in the evening.
2012-05-13,Windy and Mostly Cloudy,rain,15.55555556,15.55555556,0.72,40.25,320,9.982,0,1019.1,Breezy overnight and overcast throughout the day.
2012-05-14,Mostly Cloudy,rain,11.11111111,11.11111111,0.59,14.49,20,16.1,0,1019.3,Mostly cloudy throughout the day.
2012-05-15,Overcast,rain,10.55555556,10.55555556,0.93,6.44,30,15.134,0,1012.9,Overcast throughout the day.
2012-05-16,Mostly Cloudy,rain,12.22222222,12.22222222,0.9,6.44,270,12.075,0,1007.9,Mostly cloudy throughout the day.
2012-05-17,Mostly Cloudy,rain,10.55555556,10.55555556,0.89,14.49,350,15.134,0,1009.9,Mostly cloudy throughout the day.
2012-05-18,Mostly Cloudy,rain,10.0,9.372222222,0.83,6.44,330,16.1,0,1018.0,Partly cloudy until night.
2012-05-19,Clear,rain,10.0,10.0,0.86,0.0,0,15.134,0,1018.9,Partly cloudy overnight.
2012-05-02,Partly Cloudy,rain,15.55555556,15.55555556,0.72,0.0,0,16.1,0,1014.7,Partly cloudy starting in the morning.
2012-05-20,Clear,rain,13.33333333,13.33333333,0.83,0.0,0,16.1,0,1015.7,Partly cloudy starting overnight continuing until night.
2012-05-21,Clear,rain,17.22222222,17.22222222,0.72,11.27,140,16.1,0,1011.6,Mostly cloudy starting in the morning.
2012-05-22,Mostly Cloudy,rain,20.55555556,20.55555556,0.61,17.71,130,16.1,0,1007.1,Mostly cloudy throughout the day.
2012-05-23,Overcast,rain,14.44444444,14.44444444,0.96,6.44,350,16.1,0,1007.4,Mostly cloudy throughout the day.
2012-05-24,Partly Cloudy,rain,15.55555556,15.55555556,0.93,6.44,300,16.1,0,1012.0,Partly cloudy until night and breezy in the afternoon.
2012-05-25,Mostly Cloudy,rain,18.33333333,18.33333333,0.65,20.93,10,16.1,0,1013.8,Mostly cloudy until night.
2012-05-26,Partly Cloudy,,13.38888889,13.38888889,0.61,11.8335,359,16.1,0,1017.53,Partly cloudy throughout the day.
2012-05-27,Mostly Cloudy,,13.46111111,13.46111111,0.82,10.6421,350,16.1,0,1017.39,Partly cloudy throughout the day.
2012-05-28,Partly Cloudy,,11.08333333,11.08333333,0.76,6.1502,322,16.1,0,1014.63,Partly cloudy throughout the day.
2012-05-29,Mostly Cloudy,,13.81666667,13.81666667,0.84,6.6654,319,16.1,0,1010.92,Mostly cloudy until evening.
2012-05-03,Partly Cloudy,rain,16.66666667,16.66666667,0.78,0.0,0,16.1,0,1009.9,Partly cloudy throughout the day.
2012-05-30,Clear,rain,11.11111111,11.11111111,0.93,3.22,190,9.982,0,0.0,Partly cloudy starting overnight continuing until night.
2012-05-31,Partly Cloudy,,14.90555556,14.90555556,0.77,11.2217,282,16.1,0,1015.53,Partly cloudy starting in the morning.
2012-05-04,Mostly Cloudy,rain,16.11111111,16.11111111,0.84,20.93,270,9.982,0,1009.5,Partly cloudy throughout the day.
2012-05-05,Partly Cloudy,rain,12.77777778,12.77777778,0.83,6.44,190,16.1,0,1007.9,Partly cloudy starting in the morning.
2012-05-06,Partly Cloudy,rain,15.0,15.0,0.67,3.22,180,16.1,0,1009.6,Partly cloudy throughout the day.
2012-05-07,Mostly Cloudy,rain,18.88888889,18.88888889,0.61,6.44,270,16.1,0,1012.5,Mostly cloudy throughout the day.
2012-05-08,Mostly Cloudy,rain,13.88888889,13.88888889,0.93,11.27,280,15.134,0,1015.9,Mostly cloudy until evening.
2012-05-09,Partly Cloudy,rain,11.11111111,11.11111111,0.86,6.44,160,16.1,0,1019.7,Partly cloudy until evening.
